<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
19.10.2018;110590;111090;110774;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110775;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110776;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110777;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110778;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110779;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110780;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110781;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110782;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110783;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110784;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110785;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110786;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110787;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110788;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110789;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110790;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.10.2018;111250;111400;111250;111370
19.10.2018;110590;111090;110791;111070
19.10.2018;111070;111260;111040;111250
19.10.2018;111280;111310;110940;111100
19.10.2018;111120;111200;111060;111200
19.10.2018;111190;111200;111130;111190
19.10.2018;111180;111250;111150;111200
19.10.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110792;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110793;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110794;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110795;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110796;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110797;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110798;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110799;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110800;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110801;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110802;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110803;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110804;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110805;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110806;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110807;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110808;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110809;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110810;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110811;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110812;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110813;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110814;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110815;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110816;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110817;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110818;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110819;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110820;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110821;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110822;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110823;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110824;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110825;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110826;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110827;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110828;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110829;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110830;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110831;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110832;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110833;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110834;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110835;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110836;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110837;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110838;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110839;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110840;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110841;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110842;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110843;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110844;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110845;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110846;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110847;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110848;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110849;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110850;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110851;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110852;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110853;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110854;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110855;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110856;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110857;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110858;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110859;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110860;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110861;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110862;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110863;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110864;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110865;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
